id,session_id,timestamp,signal_type,frequency,bandwidth,rssi,antenna_id,location
7485,room01_20250709_151402,2025-07-09 14:14:24.619411,ISM 868,869,1,-11.678326665261512,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7486,room01_20250709_151402,2025-07-09 14:14:24.619411,GSM 900 UL,880,1,-23.092763828510634,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7487,room01_20250709_151402,2025-07-09 14:14:24.619411,GSM 900 UL,889,1,-21.393199073184764,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7488,room01_20250709_151402,2025-07-09 14:14:24.619411,GSM 900 UL,898,1,-21.11748528270811,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7489,room01_20250709_151402,2025-07-09 14:14:24.619411,GSM 900 UL,906,1,-16.157604896690355,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7490,room01_20250709_151402,2025-07-09 14:14:24.619411,GSM 900 UL,915,1,-20.673668145028266,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7491,room01_20250709_151402,2025-07-09 14:14:24.619411,GSM 900 DL,925,1,-11.243798267691341,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7492,room01_20250709_151402,2025-07-09 14:14:24.619411,GSM 900 DL,934,1,-11.093355417181268,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7493,room01_20250709_151402,2025-07-09 14:14:24.619411,GSM 900 DL,942,1,-11.274997286654198,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7494,room01_20250709_151402,2025-07-09 14:14:24.619411,GSM 900 DL,951,1,-26.39089303393809,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7495,room01_20250709_151402,2025-07-09 14:14:24.619411,GSM 900 DL,960,1,-23.662572070690253,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7496,room01_20250709_151402,2025-07-09 14:14:24.619411,FM Radio,88,1,-17.355708701582163,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7497,room01_20250709_151402,2025-07-09 14:14:24.619411,FM Radio,93,1,-11.388815426751822,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7498,room01_20250709_151402,2025-07-09 14:14:24.619411,FM Radio,98,1,-8.635918657102184,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7499,room01_20250709_151402,2025-07-09 14:14:24.619411,FM Radio,103,1,-12.837542933315294,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7500,room01_20250709_151402,2025-07-09 14:14:24.619411,FM Radio,108,1,-15.199278643687592,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7501,room01_20250709_151402,2025-07-09 14:14:24.619411,Airband (AM),118,1,-16.579341789170865,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7502,room01_20250709_151402,2025-07-09 14:14:24.619411,Airband (AM),123,1,-10.589935921486324,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7503,room01_20250709_151402,2025-07-09 14:14:24.619411,Airband (AM),128,1,-8.940172405452786,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7504,room01_20250709_151402,2025-07-09 14:14:24.619411,Airband (AM),132,1,-10.72304239741348,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7505,room01_20250709_151402,2025-07-09 14:14:24.619411,Airband (AM),137,1,-15.877837018167032,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7506,room01_20250709_151402,2025-07-09 14:14:24.619411,AIS / Marine,162,1,-21.179853489934484,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7507,room01_20250709_151402,2025-07-09 14:14:24.619411,ADS-B 1090,1090,1,-27.582676363568165,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7508,room01_20250709_151402,2025-07-09 14:14:24.619411,LTE 1800,1710,1,-33.82927799258103,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7509,room01_20250709_151402,2025-07-09 14:14:24.619411,LTE 1800,1722,1,-35.148372457230394,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7510,room01_20250709_151402,2025-07-09 14:14:24.619411,LTE 1800,1735,1,-36.19260334851799,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7511,room01_20250709_151402,2025-07-09 14:14:24.619411,LTE 1800,1748,1,-36.382916747498044,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7512,room01_20250709_151402,2025-07-09 14:14:24.619411,LTE 1800,1760,1,-36.95207302757996,rtl-sdr-1,0101000020110F000000000000868B01C0000000000097DB3F
7513,room01_20250709_151402,2025-07-09 14:14:27.832284,RC Low Band,27,1,-24.076259421834088,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7514,room01_20250709_151402,2025-07-09 14:14:27.832284,RC Aircraft,35,1,-22.7668592422722,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7515,room01_20250709_151402,2025-07-09 14:14:27.832284,RC Ground,40,1,-22.94327439721041,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7516,room01_20250709_151402,2025-07-09 14:14:27.832284,TETRA / Emergency,380,1,-6.2634063211724476,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7517,room01_20250709_151402,2025-07-09 14:14:27.832284,TETRA / Emergency,385,1,-6.48449420708954,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7518,room01_20250709_151402,2025-07-09 14:14:27.832284,TETRA / Emergency,390,1,-8.341008247303975,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7519,room01_20250709_151402,2025-07-09 14:14:27.832284,TETRA / Emergency,395,1,-8.286433737844158,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7520,room01_20250709_151402,2025-07-09 14:14:27.832284,TETRA / Emergency,400,1,-6.201116530102182,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7521,room01_20250709_151402,2025-07-09 14:14:27.832284,LoRa / ISM 433,433,1,-4.600506455618853,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7522,room01_20250709_151402,2025-07-09 14:14:27.832284,ISM 868,869,1,-10.466224901070316,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7523,room01_20250709_151402,2025-07-09 14:14:27.832284,GSM 900 UL,880,1,-22.766772907918686,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7524,room01_20250709_151402,2025-07-09 14:14:27.832284,GSM 900 UL,889,1,-21.608812513531895,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7525,room01_20250709_151402,2025-07-09 14:14:27.832284,GSM 900 UL,898,1,-20.485306418034433,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7526,room01_20250709_151402,2025-07-09 14:14:27.832284,GSM 900 UL,906,1,-16.090778211259632,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7527,room01_20250709_151402,2025-07-09 14:14:27.832284,GSM 900 UL,915,1,-20.309171854390122,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7528,room01_20250709_151402,2025-07-09 14:14:27.832284,GSM 900 DL,925,1,-20.279473323194196,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7529,room01_20250709_151402,2025-07-09 14:14:27.832284,GSM 900 DL,934,1,-20.810621843415564,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7530,room01_20250709_151402,2025-07-09 14:14:27.832284,GSM 900 DL,942,1,-21.761519211322703,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7531,room01_20250709_151402,2025-07-09 14:14:27.832284,GSM 900 DL,951,1,-27.73244267656147,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7532,room01_20250709_151402,2025-07-09 14:14:27.832284,GSM 900 DL,960,1,-25.21285435504464,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7533,room01_20250709_151402,2025-07-09 14:14:27.832284,FM Radio,88,1,-17.42230755935783,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7534,room01_20250709_151402,2025-07-09 14:14:27.832284,FM Radio,93,1,-11.795963217815444,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7535,room01_20250709_151402,2025-07-09 14:14:27.832284,FM Radio,98,1,-9.51589063772752,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7536,room01_20250709_151402,2025-07-09 14:14:27.832284,FM Radio,103,1,-13.434805233265909,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7537,room01_20250709_151402,2025-07-09 14:14:27.832284,FM Radio,108,1,-15.337864602296792,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7538,room01_20250709_151402,2025-07-09 14:14:27.832284,Airband (AM),118,1,-16.94346228049841,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7539,room01_20250709_151402,2025-07-09 14:14:27.832284,Airband (AM),123,1,-10.296257531154966,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7540,room01_20250709_151402,2025-07-09 14:14:27.832284,Airband (AM),128,1,-8.912434646443263,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7541,room01_20250709_151402,2025-07-09 14:14:27.832284,Airband (AM),132,1,-11.644109985855115,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7542,room01_20250709_151402,2025-07-09 14:14:27.832284,Airband (AM),137,1,-16.201550882557036,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7543,room01_20250709_151402,2025-07-09 14:14:27.832284,AIS / Marine,162,1,-21.09086610731353,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7544,room01_20250709_151402,2025-07-09 14:14:27.832284,ADS-B 1090,1090,1,-27.576325935641233,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7545,room01_20250709_151402,2025-07-09 14:14:27.832284,LTE 1800,1710,1,-33.41808709798836,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7546,room01_20250709_151402,2025-07-09 14:14:27.832284,LTE 1800,1722,1,-35.68180200850606,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7547,room01_20250709_151402,2025-07-09 14:14:27.832284,LTE 1800,1735,1,-35.99495165631838,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7548,room01_20250709_151402,2025-07-09 14:14:27.832284,LTE 1800,1748,1,-36.13918922877736,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7549,room01_20250709_151402,2025-07-09 14:14:27.832284,LTE 1800,1760,1,-36.945288941609405,rtl-sdr-1,0101000020110F000000000000062F0CC000000000A0DBDC3F
7550,room01_20250709_151402,2025-07-09 14:14:31.034624,RC Low Band,27,1,-24.22526435513314,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7551,room01_20250709_151402,2025-07-09 14:14:31.034624,RC Aircraft,35,1,-22.842904118844146,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7552,room01_20250709_151402,2025-07-09 14:14:31.034624,RC Ground,40,1,-23.10511891986574,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7553,room01_20250709_151402,2025-07-09 14:14:31.034624,TETRA / Emergency,380,1,-6.490834723839058,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7554,room01_20250709_151402,2025-07-09 14:14:31.034624,TETRA / Emergency,385,1,-6.618674348412185,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7555,room01_20250709_151402,2025-07-09 14:14:31.034624,TETRA / Emergency,390,1,-7.210507726612616,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7556,room01_20250709_151402,2025-07-09 14:14:31.034624,TETRA / Emergency,395,1,-6.174633911634112,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7557,room01_20250709_151402,2025-07-09 14:14:31.034624,TETRA / Emergency,400,1,-6.327936932630961,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7558,room01_20250709_151402,2025-07-09 14:14:31.034624,LoRa / ISM 433,433,1,-5.574282967460884,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7559,room01_20250709_151402,2025-07-09 14:14:31.034624,ISM 868,869,1,-11.335107014338632,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7560,room01_20250709_151402,2025-07-09 14:14:31.034624,GSM 900 UL,880,1,-22.0945608260104,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7561,room01_20250709_151402,2025-07-09 14:14:31.034624,GSM 900 UL,889,1,-21.990672754243846,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7562,room01_20250709_151402,2025-07-09 14:14:31.034624,GSM 900 UL,898,1,-20.452377531005766,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7563,room01_20250709_151402,2025-07-09 14:14:31.034624,GSM 900 UL,906,1,-15.868599343808128,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7564,room01_20250709_151402,2025-07-09 14:14:31.034624,GSM 900 UL,915,1,-20.156207590663435,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7565,room01_20250709_151402,2025-07-09 14:14:31.034624,GSM 900 DL,925,1,-20.528213694757728,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7566,room01_20250709_151402,2025-07-09 14:14:31.034624,GSM 900 DL,934,1,-15.540763986164945,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7567,room01_20250709_151402,2025-07-09 14:14:31.034624,GSM 900 DL,942,1,-19.735237579211176,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7568,room01_20250709_151402,2025-07-09 14:14:31.034624,GSM 900 DL,951,1,-24.5994133783581,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7569,room01_20250709_151402,2025-07-09 14:14:31.034624,GSM 900 DL,960,1,-24.53658078533868,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7570,room01_20250709_151402,2025-07-09 14:14:31.034624,FM Radio,88,1,-17.511958815741522,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7571,room01_20250709_151402,2025-07-09 14:14:31.034624,FM Radio,93,1,-11.931912175124877,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7572,room01_20250709_151402,2025-07-09 14:14:31.034624,FM Radio,98,1,-9.599739975772762,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7573,room01_20250709_151402,2025-07-09 14:14:31.034624,FM Radio,103,1,-13.741489887516753,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7574,room01_20250709_151402,2025-07-09 14:14:31.034624,FM Radio,108,1,-15.751671513136651,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7575,room01_20250709_151402,2025-07-09 14:14:31.034624,Airband (AM),118,1,-17.06146485510876,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7576,room01_20250709_151402,2025-07-09 14:14:31.034624,Airband (AM),123,1,-10.354900829046782,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7577,room01_20250709_151402,2025-07-09 14:14:31.034624,Airband (AM),128,1,-8.651959986158417,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7578,room01_20250709_151402,2025-07-09 14:14:31.034624,Airband (AM),132,1,-10.851182102052515,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7579,room01_20250709_151402,2025-07-09 14:14:31.034624,Airband (AM),137,1,-16.744489817691935,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7580,room01_20250709_151402,2025-07-09 14:14:31.034624,AIS / Marine,162,1,-21.245128187655684,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7581,room01_20250709_151402,2025-07-09 14:14:31.034624,ADS-B 1090,1090,1,-27.915478656758776,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7582,room01_20250709_151402,2025-07-09 14:14:31.034624,LTE 1800,1710,1,-34.34462472350809,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7583,room01_20250709_151402,2025-07-09 14:14:31.034624,LTE 1800,1722,1,-35.62403106135244,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7584,room01_20250709_151402,2025-07-09 14:14:31.034624,LTE 1800,1735,1,-36.07689891254521,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7585,room01_20250709_151402,2025-07-09 14:14:31.034624,LTE 1800,1748,1,-36.441733413522364,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7586,room01_20250709_151402,2025-07-09 14:14:31.034624,LTE 1800,1760,1,-36.923715047170845,rtl-sdr-1,0101000020110F000000000000AF3410C000000000B8B8F63F
7587,room01_20250709_151402,2025-07-09 14:14:34.037386,RC Low Band,27,1,-24.146520455247618,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7588,room01_20250709_151402,2025-07-09 14:14:34.037386,RC Aircraft,35,1,-22.690716967756224,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7589,room01_20250709_151402,2025-07-09 14:14:34.037386,RC Ground,40,1,-23.063534180692674,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7590,room01_20250709_151402,2025-07-09 14:14:34.037386,TETRA / Emergency,380,1,-6.81125071625414,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7591,room01_20250709_151402,2025-07-09 14:14:34.037386,TETRA / Emergency,385,1,-6.0873658231338625,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7592,room01_20250709_151402,2025-07-09 14:14:34.037386,TETRA / Emergency,390,1,-6.84241767730856,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7593,room01_20250709_151402,2025-07-09 14:14:34.037386,TETRA / Emergency,395,1,-5.971562847397801,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7594,room01_20250709_151402,2025-07-09 14:14:34.037386,TETRA / Emergency,400,1,-6.796318983522252,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7595,room01_20250709_151402,2025-07-09 14:14:34.037386,LoRa / ISM 433,433,1,-4.842014442363131,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7596,room01_20250709_151402,2025-07-09 14:14:34.037386,ISM 868,869,1,-10.666983483606888,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7597,room01_20250709_151402,2025-07-09 14:14:34.037386,GSM 900 UL,880,1,-22.811002786518863,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7598,room01_20250709_151402,2025-07-09 14:14:34.037386,GSM 900 UL,889,1,-21.342953242715556,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7599,room01_20250709_151402,2025-07-09 14:14:34.037386,GSM 900 UL,898,1,-19.772300788158766,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7600,room01_20250709_151402,2025-07-09 14:14:34.037386,GSM 900 UL,906,1,-17.197907188915064,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7601,room01_20250709_151402,2025-07-09 14:14:34.037386,GSM 900 UL,915,1,-20.562979536343803,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7602,room01_20250709_151402,2025-07-09 14:14:34.037386,GSM 900 DL,925,1,-14.988519688458336,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7603,room01_20250709_151402,2025-07-09 14:14:34.037386,GSM 900 DL,934,1,-13.88811094139463,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7604,room01_20250709_151402,2025-07-09 14:14:34.037386,GSM 900 DL,942,1,-19.34996365655389,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7605,room01_20250709_151402,2025-07-09 14:14:34.037386,GSM 900 DL,951,1,-27.149235426493025,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7606,room01_20250709_151402,2025-07-09 14:14:34.037386,GSM 900 DL,960,1,-24.579073085468195,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7607,room01_20250709_151402,2025-07-09 14:14:34.037386,FM Radio,88,1,-17.59223068996581,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7608,room01_20250709_151402,2025-07-09 14:14:34.037386,FM Radio,93,1,-11.967328698130974,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7609,room01_20250709_151402,2025-07-09 14:14:34.037386,FM Radio,98,1,-9.601833615429843,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7610,room01_20250709_151402,2025-07-09 14:14:34.037386,FM Radio,103,1,-13.625035137477862,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7611,room01_20250709_151402,2025-07-09 14:14:34.037386,FM Radio,108,1,-15.591768418321557,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7612,room01_20250709_151402,2025-07-09 14:14:34.037386,Airband (AM),118,1,-17.007906152591456,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7613,room01_20250709_151402,2025-07-09 14:14:34.037386,Airband (AM),123,1,-10.676717446397273,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7614,room01_20250709_151402,2025-07-09 14:14:34.037386,Airband (AM),128,1,-9.120849287198906,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7615,room01_20250709_151402,2025-07-09 14:14:34.037386,Airband (AM),132,1,-11.214833257803285,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7616,room01_20250709_151402,2025-07-09 14:14:34.037386,Airband (AM),137,1,-15.31215767845593,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7617,room01_20250709_151402,2025-07-09 14:14:34.037386,AIS / Marine,162,1,-21.135059882540048,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7618,room01_20250709_151402,2025-07-09 14:14:34.037386,ADS-B 1090,1090,1,-27.918062469394073,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7619,room01_20250709_151402,2025-07-09 14:14:34.037386,LTE 1800,1710,1,-34.477715652622074,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7620,room01_20250709_151402,2025-07-09 14:14:34.037386,LTE 1800,1722,1,-36.07769187894875,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7621,room01_20250709_151402,2025-07-09 14:14:34.037386,LTE 1800,1735,1,-35.63571494553095,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7622,room01_20250709_151402,2025-07-09 14:14:34.037386,LTE 1800,1748,1,-36.45151806571953,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7623,room01_20250709_151402,2025-07-09 14:14:34.037386,LTE 1800,1760,1,-36.86247841498731,rtl-sdr-1,0101000020110F0000000000009C180FC000000000D8F0ED3F
7624,room01_20250709_151402,2025-07-09 14:14:37.006258,RC Low Band,27,1,-24.171996432259768,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7625,room01_20250709_151402,2025-07-09 14:14:37.006258,RC Aircraft,35,1,-22.780880489703055,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7626,room01_20250709_151402,2025-07-09 14:14:37.006258,RC Ground,40,1,-23.161196481056898,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7627,room01_20250709_151402,2025-07-09 14:14:37.006258,TETRA / Emergency,380,1,-6.284984377792211,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7628,room01_20250709_151402,2025-07-09 14:14:37.006258,TETRA / Emergency,385,1,-6.449999136198051,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7629,room01_20250709_151402,2025-07-09 14:14:37.006258,TETRA / Emergency,390,1,-7.628837343010697,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7630,room01_20250709_151402,2025-07-09 14:14:37.006258,TETRA / Emergency,395,1,-6.524832951099197,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7631,room01_20250709_151402,2025-07-09 14:14:37.006258,TETRA / Emergency,400,1,-6.800203434812246,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7632,room01_20250709_151402,2025-07-09 14:14:37.006258,LoRa / ISM 433,433,1,-4.860425358874597,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7633,room01_20250709_151402,2025-07-09 14:14:37.006258,ISM 868,869,1,-10.496483455367374,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7634,room01_20250709_151402,2025-07-09 14:14:37.006258,GSM 900 UL,880,1,-22.409862436486367,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7635,room01_20250709_151402,2025-07-09 14:14:37.006258,GSM 900 UL,889,1,-20.805923633355768,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7636,room01_20250709_151402,2025-07-09 14:14:37.006258,GSM 900 UL,898,1,-20.84358111269493,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7637,room01_20250709_151402,2025-07-09 14:14:37.006258,GSM 900 UL,906,1,-17.438177835645913,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7638,room01_20250709_151402,2025-07-09 14:14:37.006258,GSM 900 UL,915,1,-19.214525362086793,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7639,room01_20250709_151402,2025-07-09 14:14:37.006258,GSM 900 DL,925,1,-10.349296052862044,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7640,room01_20250709_151402,2025-07-09 14:14:37.006258,GSM 900 DL,934,1,-12.70021064874738,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7641,room01_20250709_151402,2025-07-09 14:14:37.006258,GSM 900 DL,942,1,-17.102655872896534,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7642,room01_20250709_151402,2025-07-09 14:14:37.006258,GSM 900 DL,951,1,-26.425865901016707,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7643,room01_20250709_151402,2025-07-09 14:14:37.006258,GSM 900 DL,960,1,-20.537984484987355,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7644,room01_20250709_151402,2025-07-09 14:14:37.006258,FM Radio,88,1,-17.017164258070764,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7645,room01_20250709_151402,2025-07-09 14:14:37.006258,FM Radio,93,1,-11.843148795695724,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
7646,room01_20250709_151402,2025-07-09 14:14:37.006258,FM Radio,98,1,-8.537720441220086,rtl-sdr-1,0101000020110F000000000000402C0AC0000000000096CB3F
